,Temperatura,Humedad,Presion,Descripcion,dt,Velocidad viento,Grados viento,Ciudad,Dia
0,15.0,82,1022,scattered clouds,1574732261,4.1,190,Puebla,2019-11-25 19:37:41
1,13.0,87,1023,scattered clouds,1574736536,2.6,170,Puebla,2019-11-25 20:48:56
2,14.030000000000026,83,1014,clear sky,1574739418,0.71,359,Puebla,2019-11-25 21:36:58
3,14.030000000000026,83,1014,clear sky,1574740953,0.71,359,Puebla,2019-11-25 22:02:33
4,13.129999999999995,87,1013,few clouds,1574743175,0.44,296,Puebla,2019-11-25 22:39:35
5,13.129999999999995,87,1013,few clouds,1574744600,0.44,296,Puebla,2019-11-25 23:03:20
6,13.129999999999995,87,1013,few clouds,1574746337,0.44,296,Puebla,2019-11-25 23:32:17
7,13.129999999999995,87,1013,few clouds,1574747615,0.44,296,Puebla,2019-11-25 23:53:35
8,13.129999999999995,87,1013,few clouds,1574749337,0.44,296,Puebla,2019-11-26 00:22:17
9,10.990000000000007,92,1013,clear sky,1574773508,0.71,11,Puebla,2019-11-26 07:05:08
10,10.990000000000007,92,1013,clear sky,1574774956,0.71,11,Puebla,2019-11-26 07:29:16
11,15.0,75,1014,clear sky,1574777177,1.45,199,Puebla,2019-11-26 08:06:17
12,12.0,81,1024,overcast clouds,1574778853,2.1,330,Puebla,2019-11-26 08:34:13
13,18.0,59,1025,broken clouds,1574785579,1.45,199,Puebla,2019-11-26 10:26:19
14,18.0,59,1025,broken clouds,1574786418,3.67,204,Puebla,2019-11-26 10:40:18
